# S,I,R,Nw
45919039,9,0,0
45919036,11,1,2
45919032,12,3,6
45919029,13,5,9
45919024,15,8,14
45919020,17,11,18
45919015,19,14,23
45919009,21,17,29
45919002,24,21,36
45918995,27,25,43
45918987,30,30,51
45918978,34,36,60
45918968,38,42,70
45918957,42,49,81
45918944,47,56,94
45918930,53,65,108
45918914,60,74,124
45918896,67,85,142
45918876,75,97,162
45918854,84,110,184
45918829,93,125,209
45918801,105,141,237
45918770,117,160,268
45918736,131,181,302
45918697,147,204,341
45918654,164,230,384
45918605,183,259,433
45918551,205,291,487
45918490,230,328,548
45918422,257,368,616
45918346,287,414,692
45918261,321,465,777
45918166,360,521,872
45918060,402,585,978
45917942,450,656,1096
45917809,503,736,1229
45917660,563,824,1378
45917494,629,924,1544
45917309,704,1035,1729
45917101,787,1159,1937
45916869,881,1298,2169
45916609,985,1454,2429
45916319,1101,1628,2719
45915994,1232,1822,3044
45915631,1377,2039,3407
45915225,1540,2283,3813
45914770,1723,2554,4268
45914263,1926,2858,4775
45913695,2154,3198,5343
45913060,2409,3578,5978
45912350,2694,4003,6688
45911556,3013,4479,7482
45910668,3369,5010,8370
45909675,3767,5605,9363
45908565,4213,6269,10473
45907324,4711,7012,11714
45905937,5268,7843,13101
45904386,5890,8772,14652
45902651,6586,9810,16387
45900711,7364,10972,18327
45898543,8234,12271,20495
45896118,9207,13723,22920
45893407,10294,15346,25631
45890376,11510,17161,28662
45886988,12869,19191,32050
45883200,14388,21460,35838
45878965,16085,23997,40073
45874231,17983,26833,44807
45868939,20104,30004,50099
45863025,22474,33549,56013
45856413,25123,37511,62625
45849024,28083,41941,70014
45840766,31390,46892,78272
45831538,35084,52426,87500
45821225,39211,58611,97813
