ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3530607,Mogi das Cruzes,SP,429321,271,43,31.776074617012153,0.2452639925422775,0.16666666666666666,7.0139509319781715e-06,429051.6341514316,88.30975413110865,181.05609443721585,266.35461214025685
