# S,I,R,Nw
3015259,8,0,0
3015256,9,1,2
3015253,11,3,5
3015250,12,5,8
3015246,13,7,12
3015242,15,9,16
3015238,17,12,20
3015233,18,15,25
3015227,21,18,31
3015221,23,22,37
3015214,26,26,44
3015207,29,31,51
3015198,32,36,60
3015189,36,42,70
3015178,40,48,80
3015166,45,56,92
3015153,50,64,105
3015138,56,72,120
3015121,63,82,137
3015103,70,94,155
3015082,78,106,176
3015060,87,120,199
3015034,97,135,224
3015006,108,152,253
3014974,121,172,284
3014938,135,193,320
3014899,151,217,359
3014855,168,244,403
3014806,188,273,452
3014751,209,306,507
3014690,233,343,568
3014622,260,384,636
3014546,290,430,712
3014461,324,482,797
3014367,361,539,892
3014261,403,602,997
3014144,449,673,1114
3014013,501,753,1245
3013867,559,841,1391
3013704,623,939,1554
3013522,695,1049,1736
3013320,775,1172,1938
3013094,864,1308,2164
3012842,964,1461,2416
3012561,1075,1630,2697
3012249,1198,1820,3010
3011900,1336,2031,3358
3011511,1490,2266,3747
3011077,1661,2528,4181
3010594,1852,2821,4664
3010055,2064,3147,5203
3009455,2301,3510,5803
3008786,2565,3916,6472
3008041,2859,4367,7217
3007210,3186,4871,8048
3006285,3550,5431,8974
3005254,3956,6056,10004
3004105,4408,6753,11153
3002827,4911,7529,12431
3001403,5471,8393,13855
2999817,6093,9356,15441
2998053,6785,10428,17205
2996089,7555,11622,19169
2993905,8410,12952,21353
2991475,9360,14431,23783
2988774,10415,16078,26484
2985771,11586,17909,29487
2982435,12885,19947,32823
2978729,14325,22212,36529
2974616,15920,24731,40642
2970053,17685,27529,45205
2964993,19638,30636,50266
2959385,21795,34086,55873
2953176,24177,37914,62082
2946305,26803,42159,68953
2938709,29694,46863,76549
2930320,32873,52073,84938
2921064,36364,57838,94194
2910865,40189,64213,104394
2899639,44373,71255,115619
2887301,48940,79025,127957
2873762,53913,87591,141496
2858931,59315,97020,156327
2842714,65165,107388,172544
2825017,71481,118768,190241
2805747,78278,131241,209511
2784816,85563,144888,230442
2762137,93339,159790,253121
2737634,101604,176028,277624
2711240,110342,193684,304018
2682899,119533,212835,332360
2652571,129143,233552,362687
2620237,139126,255903,395021
2585897,149424,279945,429361
2549574,159967,305725,465684
2511319,170671,333277,503939
2471208,181439,362619,544050
2429347,192165,393754,585911
2385869,202732,426665,629389
2340933,213017,461316,674325
2294725,222893,497649,720533
2247452,232231,535584,767806
2199338,240906,575022,815920
2150622,248802,615843,864636
2101551,255809,657907,913707
2052374,261834,701058,962884
2003341,266800,745126,1011917
1954690,270647,789929,1060568
1906650,273339,835278,1108608
1859433,274857,880977,1155826
1813230,275205,926832,1202028
1768212,274406,972648,1247046
1724526,272501,1018239,1290732
1682294,269549,1063424,1332965
1641613,265619,1108035,1373645
1602558,260794,1151914,1412700
1565182,255163,1194921,1450076
1529516,248821,1236929,1485742
1495573,241866,1277828,1519685
1463349,234395,1317523,1551909
1432827,226503,1355936,1582431
