# S,I,R,Nw
1403976,218285,1393006,1611282
1376757,209825,1428685,1638502
1351120,201207,1462939,1664138
1327013,192505,1495749,1688245
1304375,183785,1527106,1710883
1283144,175109,1557013,1732114
1263255,166530,1585482,1752003
1244643,158092,1612531,1770615
1227243,149835,1638189,1788015
1210988,141790,1662488,1804270
1195815,133985,1685466,1819443
1181661,126440,1707165,1833597
1168467,119171,1727628,1846791
1156173,112189,1746904,1859085
1144723,105502,1765041,1870535
1134065,99113,1782088,1881193
1124148,93023,1798096,1891110
1114923,87231,1813113,1900336
1106344,81733,1827189,1908914
1098369,76524,1840373,1916889
1090957,71596,1852713,1924301
1084070,66942,1864254,1931188
1077672,62553,1875042,1937586
1071729,58418,1885120,1943529
1066210,54528,1894528,1949048
1061085,50872,1903309,1954173
1056328,47440,1911499,1958931
1051911,44221,1919134,1963347
1047811,41205,1926250,1967447
1044007,38380,1932880,1971252
1040476,35737,1939054,1974783
1037199,33265,1944802,1978059
1034159,30956,1950152,1981099
1031338,28799,1955129,1983920
1028721,26786,1959760,1986537
1026293,24908,1964066,1988965
1024041,23156,1968069,1991217
1021952,21524,1971791,1993306
1020014,20002,1975250,1995244
1018216,18586,1978465,1997042
1016549,17266,1981451,1998709
1015003,16038,1984225,2000255
1013569,14896,1986802,2001690
1012238,13833,1989195,2003020
1011005,12844,1991417,2004253
1009861,11925,1993481,2005397
1008800,11070,1995396,2006458
1007816,10276,1997174,2007442
1006904,9538,1998825,2008354
1006058,8852,2000357,2009200
1005273,8215,2001778,2009985
1004546,7623,2003098,2010712
1003871,7073,2004322,2011387
1003246,6563,2005458,2012012
1002666,6089,2006512,2012592
1002128,5649,2007489,2013130
1001629,5241,2008397,2013629
1001167,4862,2009238,2014091
1000738,4510,2010019,2014520
1000340,4183,2010743,2014918
999972,3880,2011415,2015286
999630,3599,2012038,2015628
999313,3338,2012616,2015945
999019,3096,2013152,2016239
998747,2871,2013649,2016511
998494,2663,2014110,2016764
998260,2469,2014537,2016998
998043,2290,2014934,2017215
997841,2124,2015301,2017417
997655,1969,2015642,2017604
997482,1826,2015959,2017777
997321,1694,2016252,2017937
997172,1570,2016524,2018086
997034,1456,2016776,2018224
996906,1350,2017010,2018352
996788,1252,2017227,2018470
996678,1161,2017428,2018580
996576,1076,2017614,2018682
996481,998,2017787,2018777
996394,925,2017947,2018865
996312,858,2018096,2018946
996237,796,2018234,2019021
996167,738,2018362,2019091
996102,684,2018480,2019156
996042,634,2018590,2019216
995987,588,2018692,2019272
995935,545,2018786,2019323
995887,505,2018874,2019371
995843,469,2018955,2019415
995802,434,2019030,2019457
995763,403,2019100,2019495
995728,373,2019165,2019530
995695,346,2019225,2019563
995665,321,2019281,2019593
995637,298,2019332,2019621
995611,276,2019380,2019648
995586,256,2019424,2019672
995564,237,2019466,2019694
995543,220,2019504,2019715
995524,204,2019539,2019734
995506,189,2019572,2019752
995489,175,2019602,2019769
995474,162,2019630,2019784
995460,150,2019656,2019799
995446,139,2019681,2019812
995434,129,2019703,2019824
995423,120,2019724,2019835
995412,111,2019743,2019846
995402,103,2019761,2019856
995393,95,2019778,2019865
995385,88,2019793,2019873
995377,82,2019807,2019881
