ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
2312908,Sobral,CE,203682,139,45,27.25939763186149,0.2750984095440678,0.16666666666666666,2.2066058451684966e-06,203532.49090459046,59.168944314105985,90.34015109540151,149.0596495177519
