ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3543402,Ribeirão Preto,SP,674405,118,37,14.423530995430431,0.19738120221174357,0.16666666666666666,1.3969067345996184e-05,674267.5274445425,29.335178068280356,108.13737738940114,128.0517465942049
