# S,I,R,Nw
21168790,0,0,0
21168789,1,0,0
21168789,1,0,0
21168788,1,0,1
21168787,2,0,2
21168786,3,1,3
21168785,3,2,5
21168783,5,2,7
21168780,6,3,9
21168777,8,5,12
21168772,11,6,17
21168767,14,8,22
21168760,19,11,30
21168750,25,15,39
21168738,32,20,51
21168722,42,26,67
21168701,54,34,88
21168674,71,45,115
21168639,92,58,150
21168594,120,76,196
21168534,156,99,255
21168458,202,129,331
21168359,263,168,430
21168230,341,218,559
21168064,443,283,726
21167847,575,367,942
21167566,746,477,1223
21167201,969,619,1588
21166728,1257,804,2061
21166115,1631,1043,2674
21165319,2117,1354,3471
21164286,2746,1757,4504
21162946,3563,2280,5843
21161208,4622,2959,7581
21158954,5997,3839,9835
21156030,7779,4981,12759
21152238,10090,6461,16551
21147321,13087,8382,21468
21140946,16971,10873,27844
21132681,22005,14103,36108
21121971,28527,18291,46818
21108097,36973,23719,60692
21090132,47905,30753,78658
21066882,62042,39865,101907
21036818,80308,51663,131971
20997980,103880,66929,170809
20947871,134252,86667,220919
20883325,173303,112161,285464
20800360,223383,145047,368429
20694008,287387,187395,474782
20558147,368832,241811,610642
20385358,471893,311539,783431
20166831,601383,400576,1001958
19892408,762618,513763,1276381
19550827,961111,656852,1617962
19130285,1202013,836492,2038505
18619419,1489268,1060103,2549370
18008769,1824437,1335583,3160020
17292654,2205337,1670799,3876135
16471228,2624717,2072845,4697562
15552243,3069424,2547123,5616546
14551909,3520530,3096350,6616880
13494297,3954792,3719700,7674492
12409101,4347393,4412296,8759689
11328127,4675428,5165234,9840662
10281387,4921214,5966189,10887402
9293781,5074522,6800486,11875008
8383119,5133243,7652427,12785670
7559656,5102544,8506589,13609133
6826876,4993023,9348891,14341913
6182969,4818504,10167317,14985820
5622523,4593985,10952282,15546267
5138045,4334063,11696682,16030744
4721156,4051896,12395738,16447634
4363418,3758668,13046704,16805371
4056853,3463418,13648519,17111936
3794209,3173125,14201455,17374580
3569074,2892924,14706791,17599715
