ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3513801,Diadema,SP,415180,316,36,32.20085541246271,0.23531979253040583,0.16666666666666666,1.931862701817712e-05,414874.2783170121,94.79340279628184,210.92828019165773,297.70097542253285
