ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
2304285,Eusébio,CE,51913,77,31,15.902101678415322,0.2652696781357318,0.16666666666666666,2.9087463521068006e-05,51829.39367008205,31.98357061978535,51.62275929815663,82.09631242417278
