# S,I,R,Nw
1625576,6,0,0
1625575,6,1,1
1625573,7,2,3
1625570,8,3,5
1625568,9,5,8
1625565,10,6,11
1625562,11,8,14
1625559,13,10,17
1625555,14,12,21
1625550,16,15,26
1625546,18,18,30
1625540,20,21,36
1625534,23,25,42
1625527,25,29,49
1625520,28,33,56
1625511,32,39,65
1625502,36,44,74
1625491,40,51,85
1625479,45,58,97
1625466,50,66,110
1625451,56,75,125
1625434,63,85,142
1625416,70,96,160
1625395,78,108,181
1625372,88,122,204
1625346,98,138,230
1625317,110,155,259
1625284,123,174,292
1625248,137,196,328
1625207,154,220,369
1625162,172,248,414
1625111,192,278,465
1625055,215,312,521
1624991,240,350,585
1624920,269,392,656
1624841,301,440,735
1624752,336,493,824
1624653,376,552,923
1624542,421,619,1034
1624418,470,693,1158
1624279,526,776,1297
1624125,588,869,1451
1623951,657,973,1625
1623758,735,1089,1818
1623541,822,1218,2035
1623299,919,1363,2277
1623029,1027,1525,2547
1622727,1148,1707,2849
1622389,1283,1909,3187
1622012,1434,2135,3564
1621591,1603,2388,3985
1621120,1791,2671,4456
1620594,2001,2987,4982
1620006,2236,3339,5570
1619350,2498,3734,6226
1618617,2790,4174,6959
1617800,3116,4666,7776
1616887,3480,5215,8689
1615868,3885,5828,9708
